"module","http_method","path","operation_id","file_path","class_name","function_name","error_class_name","status_code","reason","message"
"user_handler","POST","/account","apply_account","clubjt_impl/module/user/service/user.py","UserService","_duplicate_prefecture","ClubjtModuleError","404","都道府県が取得できません。","ただいま混み合っております。 誠に申し訳ございませんが、しばらくしてからもう一度やり直してください。"
"user_handler","POST","/account","apply_account","clubjt_impl/module/user/service/cleansing.py","CleansingService","cleansing_address","ClubjtModuleError","400","都道府県、市区町村、番地、その他住所のいずれかを入力してください。","ただいま混み合っております。 誠に申し訳ございませんが、しばらくしてからもう一度やり直してください。"
"user_handler","POST","/account","apply_account","clubjt_impl/module/user/service/cleansing.py","CleansingService","_cleansing","ClubjtModuleError","500","住所クレンジングができませんでした。","ただいま混み合っております。 誠に申し訳ございませんが、しばらくしてからもう一度やり直してください。"
"user_handler","POST","/account","apply_account","clubjt_impl/module/account/service/account.py","AccountService","get_account_application","ClubjtModuleError","404","ClubjtModuleError.get_not_found_reason()","ただいま混み合っております。 誠に申し訳ございませんが、しばらくしてからもう一度やり直してください。"
"user_handler","POST","/account","apply_account","clubjt_impl/module/account/service/account.py","AccountService","get_account_authentication","ClubjtModuleError","400","認証管理・ロック取得エラー","ただいま混み合っております。 誠に申し訳ございませんが、しばらくしてからもう一度やり直してください。"
"user_handler","POST","/account","apply_account","clubjt_impl/module/account/service/account.py","AccountService","register_account_application","ClubjtModuleError","400","申し込み情報登録(変更系)・メールアドレス未設定（body.mailAddress is None）","ただいま混み合っております。 誠に申し訳ございませんが、しばらくしてからもう一度やり直してください。"
"user_handler","POST","/account","apply_account","clubjt_impl/api/user_handler_util.py","","verify_authorization","ClubjtError","500","内部ID不一致:{access_token_entity.userId}/{user_id}","ただいま混み合っております。 誠に申し訳ございませんが、しばらくしてからもう一度やり直してください。"
"user_handler","POST","/account","apply_account","clubjt_impl/api/user/service/account.py","AccountService","apply_account","ClubjtError","","成人認証申込・例外エラーが発生しました。(認証キー: {body.authenticationKey} エラー理由: {e.reason} エラー詳細: {e.message})","ただいま混み合っております。 誠に申し訳ございませんが、しばらくしてからもう一度やり直してください。"
"user_handler","PUT","/account","update_account","clubjt_impl/entity_base.py","AbstractTable","create","ClubjtError","409","指定されたレコードは作成できません({self.table_name}:{self.partition_key}={getattr(data, self.partition_key)})","ただいま混み合っております。 誠に申し訳ございませんが、しばらくしてからもう一度やり直してください。"
"user_handler","PUT","/account","update_account","clubjt_impl/entity_base.py","AbstractTable","copy","ClubjtError","409","指定されたレコードは作成できません。({self.table_name}:{self.partition_key}={getattr(data, self.partition_key)})","ただいま混み合っております。 誠に申し訳ございませんが、しばらくしてからもう一度やり直してください。"
"user_handler","PUT","/account","update_account","clubjt_impl/entity_base.py","AbstractTable","get","ClubjtError","404","指定されたレコードは存在しません({self.table_name}:{self.partition_key}={partition_key})","ただいま混み合っております。 誠に申し訳ございませんが、しばらくしてからもう一度やり直してください。"
"user_handler","PUT","/account","update_account","clubjt_impl/entity_base.py","AbstractTable","update","ClubjtError","409","指定されたレコードは更新できません({self.table_name}:{self.partition_key}={getattr(data, self.partition_key)})","ただいま混み合っております。 誠に申し訳ございませんが、しばらくしてからもう一度やり直してください。"
"user_handler","PUT","/account","update_account","clubjt_impl/external_service/giftee_client.py","GifteeClient","issue_giftee_box","ClubjtError","","giftee for business APIエラー（Box発行失敗:ステータス={response.status_code},gift_box_config_code={gift_box_config_code},issue_identity={issue_identity}）","ただいま混み合っております。 誠に申し訳ございませんが、しばらくしてからもう一度やり直してください。"
"user_handler","PUT","/account","update_account","clubjt_impl/util/mission_util.py","MissionUtil","_get_information_manager","ClubjtError","403","お知らせ登録元未設定エラー(コード:{information_manager_code})","ただいま混み合っております。 誠に申し訳ございませんが、しばらくしてからもう一度やり直してください。"
"user_handler","PUT","/account","update_account","clubjt_impl/util/crypt_util.py","CryptUtil","get_decrypt_user_id","ClubjtError","403","内部ID復号エラー（内部ID={user_id}","ただいま混み合っております。 誠に申し訳ございませんが、しばらくしてからもう一度やり直してください。"
"user_handler","PUT","/account","update_account","clubjt_impl/util/database.py","DatabaseUtil","advisory_xact_lock","ClubjtError","500","排他ロック・DB接続エラー","ただいま混み合っております。 誠に申し訳ございませんが、しばらくしてからもう一度やり直してください。"
"user_handler","PUT","/account","update_account","clubjt_impl/util/plan_util.py","PlanUtil","apply_campaign","ClubjtError","400","キャンペーン応募に失敗しました。","ただいま混み合っております。 誠に申し訳ございませんが、しばらくしてからもう一度やり直してください。"
"user_handler","PUT","/account","update_account","clubjt_impl/util/plan_util.py","PlanUtil","raise_qualifications_questionnaire_plan_error","ClubjtError","400","アンケート回答上限エラー","このアンケートには回答済みです。"
"user_handler","PUT","/account","update_account","clubjt_impl/util/plan_util.py","PlanUtil","raise_qualifications_error","ClubjtError","400","キャンペーン権限エラー","このキャンペーンには応募できません。"
"user_handler","PUT","/account","update_account","clubjt_impl/util/plan_util.py","PlanUtil","get_exclusive_lock_key","ClubjtError","500","CPN応募排他ロック取得エラー・排他キー桁不正（{user_id}, {plan_group_id}）","ただいま混み合っております。 誠に申し訳ございませんが、しばらくしてからもう一度やり直してください。"
"user_handler","PUT","/account","update_account","clubjt_impl/util/secrets_manager_util.py","SecretsManagerUtil","get_secret_values","ClubjtError","500","SecretsManagerが使用できません（{secret_id}）","ただいま混み合っております。 誠に申し訳ございませんが、しばらくしてからもう一度やり直してください。"
"user_handler","PUT","/account","update_account","clubjt_impl/util/entity_util.py","EntityUtil","generate_model","ClubjtError","400","Entityのモデル化・Entity Nullエラー（model: {model.__name__}）","ただいま混み合っております。 誠に申し訳ございませんが、しばらくしてからもう一度やり直してください。"
"user_handler","PUT","/account","update_account","clubjt_impl/util/ticket_util.py","TicketUtil","use_user_ticket","ClubjtError","400","ユーザーチケットの利用エラー（チケットなし）（内部ID={user_id}、チケットID={ticket_id}）","指定されたチケットは利用ができません。チケットがありません。"
"user_handler","PUT","/account","update_account","clubjt_impl/util/mall/mall_util.py","MallUtil","get_registration_token_from_url","ClubjtError","400","楽天-Yahoo成人認証・店舗共通処理・クエリパラメータからトークン取得失敗(url={url})","ただいま混み合っております。 誠に申し訳ございませんが、しばらくしてからもう一度やり直してください。"
"user_handler","PUT","/account","update_account","clubjt_impl/module/promotion/service/plan.py","PlanService","_detect_conflict_keys","ClubjtModuleError","500","施策・Entity属性名重複({plan_entity_table_name}, {plan_sub_entity_table_name}:{[snakecase(key) for key in duplicated_keys - common_and_shared_keys]})","ただいま混み合っております。 誠に申し訳ございませんが、しばらくしてからもう一度やり直してください。"
"user_handler","PUT","/account","update_account","clubjt_impl/module/promotion/service/ticket.py","TicketService","_check_ticket_is_valid","ClubjtModuleError","400","指定されたチケットは無効なチケットです。","ただいま混み合っております。 誠に申し訳ございませんが、しばらくしてからもう一度やり直してください。"
"user_handler","PUT","/account","update_account","clubjt_impl/module/promotion/service/ticket.py","TicketService","_update_ticket_status","ClubjtModuleError","409","ClubjtModuleError.get_update_conflict_reason('user_ticket', id)","ただいま混み合っております。 誠に申し訳ございませんが、しばらくしてからもう一度やり直してください。"
"user_handler","PUT","/account","update_account","clubjt_impl/module/promotion/service/registration_token.py","RegistrationTokenService","get_registration_token","ClubjtModuleError","404","ClubjtModuleError.get_not_found_reason()","ただいま混み合っております。 誠に申し訳ございませんが、しばらくしてからもう一度やり直してください。"
"user_handler","PUT","/account","update_account","clubjt_impl/module/promotion/service/point.py","PointService","_check_has_enough_point","ClubjtModuleError","400","ポイント残高が不足しています。","ただいま混み合っております。 誠に申し訳ございませんが、しばらくしてからもう一度やり直してください。"
"user_handler","PUT","/account","update_account","clubjt_impl/module/promotion/service/campaign.py","CampaignService","apply_campaign","ClubjtModuleError","404","施策終了日時が未登録です。","ただいま混み合っております。 誠に申し訳ございませんが、しばらくしてからもう一度やり直してください。"
"user_handler","PUT","/account","update_account","clubjt_impl/module/promotion/service/campaign.py","CampaignService","_get_plan_from_id_for_apply_campaign","ClubjtModuleError","404","IW当選確率が設定されていません。","ただいま混み合っております。 誠に申し訳ございませんが、しばらくしてからもう一度やり直してください。"
"user_handler","PUT","/account","update_account","clubjt_impl/module/promotion/service/campaign.py","CampaignService","_check_duplicate_application","ClubjtModuleError","400","対象の取引情報は既に登録されています。","ただいま混み合っております。 誠に申し訳ございませんが、しばらくしてからもう一度やり直してください。"
"user_handler","PUT","/account","update_account","clubjt_impl/module/promotion/service/campaign.py","CampaignService","_check_ticket_exists","ClubjtModuleError","404","利用チケットIDが存在しません。","ただいま混み合っております。 誠に申し訳ございませんが、しばらくしてからもう一度やり直してください。"
"user_handler","PUT","/account","update_account","clubjt_impl/module/promotion/service/campaign.py","CampaignService","_check_enough_stock_count","ClubjtModuleError","404","在庫が存在しません。","ただいま混み合っております。 誠に申し訳ございませんが、しばらくしてからもう一度やり直してください。"
"user_handler","PUT","/account","update_account","clubjt_impl/module/promotion/service/user_coupon.py","UserCouponService","use_user_coupon","ClubjtModuleError","500","GifteeBox・クーポン設定エラー（Giftee For Business,クーポンコード:{user_coupon.coupon.code})","指定されたクーポンが発行できませんでした。しばらくしてから改めてお試しください。"
"user_handler","PUT","/account","update_account","clubjt_impl/module/user/service/mail.py","MailService","_validate_email_address","ClubjtModuleError","400","{valueName}はメールアドレス形式が不正です。","ただいま混み合っております。 誠に申し訳ございませんが、しばらくしてからもう一度やり直してください。"
"user_handler","PUT","/account","update_account","clubjt_impl/module/user/service/user.py","UserService","get_user","ClubjtModuleError","404","ClubjtModuleError.get_not_found_reason('pii_user', user_id)","ただいま混み合っております。 誠に申し訳ございませんが、しばらくしてからもう一度やり直してください。"
"user_handler","PUT","/account","update_account","clubjt_impl/module/user/service/user.py","UserService","_get_tobacco_brand_code","ClubjtModuleError","404","ClubjtModuleError.get_not_found_reason('tobacco', tobacco_code)","ただいま混み合っております。 誠に申し訳ございませんが、しばらくしてからもう一度やり直してください。"
"user_handler","PUT","/account","update_account","clubjt_impl/module/user/service/user.py","UserService","_validate_update_user","ClubjtModuleError","400","'{0}を入力してください。'.format('受付対象属性')","ただいま混み合っております。 誠に申し訳ございませんが、しばらくしてからもう一度やり直してください。"
"user_handler","PUT","/account","update_account","clubjt_impl/module/user/service/user.py","UserService","_update_user_to_withdraw","ClubjtModuleError","409","ClubjtModuleError.get_update_conflict_reason(UserEntity.__tablename__, user_update.userId)","ただいま混み合っております。 誠に申し訳ございませんが、しばらくしてからもう一度やり直してください。"
"user_handler","PUT","/account","update_account","clubjt_impl/module/user/service/user.py","UserService","_release_device","ClubjtModuleError","409","ClubjtModuleError.get_update_conflict_reason(DeviceSerialNumberEntity.__tablename__, device_serial_number.serial_number)","ただいま混み合っております。 誠に申し訳ございませんが、しばらくしてからもう一度やり直してください。"
"user_handler","PUT","/account","update_account","clubjt_impl/module/user/service/user.py","UserService","_validate_email_address","ClubjtModuleError","400","{value_name}はメールアドレス形式が不正です。","ただいま混み合っております。 誠に申し訳ございませんが、しばらくしてからもう一度やり直してください。"
"user_handler","PUT","/account","update_account","clubjt_impl/module/user/service/login_user.py","LoginUserService","get_login_user","ClubjtError","500","ログインユーザー取得・未知のエラー","ただいま混み合っております。 誠に申し訳ございませんが、しばらくしてからもう一度やり直してください。"
"user_handler","PUT","/account","update_account","clubjt_impl/module/user/service/login_user.py","LoginUserService","lock_login_user","ClubjtModuleError","404","ユーザーロック・ユーザー不明","ただいま混み合っております。 誠に申し訳ございませんが、しばらくしてからもう一度やり直してください。"
"user_handler","PUT","/account","update_account","clubjt_impl/module/user/service/login_user.py","LoginUserService","set_serial_accumulation_status","ClubjtModuleError","404","シリアル蓄積状況設定・ユーザー不明","ただいま混み合っております。 誠に申し訳ございませんが、しばらくしてからもう一度やり直してください。"
"user_handler","PUT","/account","update_account","clubjt_impl/module/user/service/cleansing.py","CleansingService","cleansing_address","ClubjtModuleError","400","都道府県、市区町村、番地、その他住所のいずれかを入力してください。","ただいま混み合っております。 誠に申し訳ございませんが、しばらくしてからもう一度やり直してください。"
"user_handler","PUT","/account","update_account","clubjt_impl/module/user/service/cleansing.py","CleansingService","_cleansing","ClubjtModuleError","500","住所クレンジングができませんでした。","ただいま混み合っております。 誠に申し訳ございませんが、しばらくしてからもう一度やり直してください。"
"user_handler","PUT","/account","update_account","clubjt_impl/module/common/service/stock.py","StockService","carryover_stock_actual_list","ClubjtModuleError","404","施策終了後の対象日を持つ在庫実績が存在します。","ただいま混み合っております。 誠に申し訳ございませんが、しばらくしてからもう一度やり直してください。"
"user_handler","PUT","/account","update_account","clubjt_impl/module/account/service/account.py","AccountService","apply_account","ClubjtModuleError","400","アカウント申込開始・楽天-Yahoo成人認証・注文情報取得失敗(申込番号={account_application.application_number})","ただいま混み合っております。 誠に申し訳ございませんが、しばらくしてからもう一度やり直してください。"
"user_handler","PUT","/account","update_account","clubjt_impl/module/account/service/account.py","AccountService","lock_account_application","ClubjtModuleError","400","認証管理・ロック取得エラー","ただいま混み合っております。 誠に申し訳ございませんが、しばらくしてからもう一度やり直してください。"
"user_handler","PUT","/account","update_account","clubjt_impl/module/account/service/account.py","AccountService","read_account_certificate","ClubjtModuleError","404","OCR内部モジュール・成人確認証明書画像の取得に失敗(Key: private/accountApplication/{body.applicationNumber}/{body.applicationNumber}_1{extension})","ただいま混み合っております。 誠に申し訳ございませんが、しばらくしてからもう一度やり直してください。"
"user_handler","PUT","/account","update_account","clubjt_impl/api/user_handler_util.py","","verify_authorization","ClubjtError","500","内部ID不一致:{access_token_entity.userId}/{user_id}","ただいま混み合っております。 誠に申し訳ございませんが、しばらくしてからもう一度やり直してください。"
"user_handler","PUT","/account","update_account","clubjt_impl/api/user/service/account.py","AccountService","update_account","ClubjtError","404","住所認証済みユーザは苗字のみ変更受付不可","苗字を変更されたい方は、マイページより変更ください。"
"user_handler","PUT","/account","update_account","clubjt_impl/api/user/service/account.py","AccountService","convert_street_address_to_half_width","ClubjtError","400","苗字・住所変更 入力情報自動変換(street_address is None)","ただいま混み合っております。 誠に申し訳ございませんが、しばらくしてからもう一度やり直してください。"
"user_handler","PUT","/account","update_account","clubjt_impl/auth0/management_api_client.py","ManagementRequest","_get_management_api_token","ClubjtAuth0ManagementAPIError","404","AUTH0 クライアントIDが取得できませんでした","ただいま混み合っております。 誠に申し訳ございませんが、しばらくしてからもう一度やり直してください。"
"user_handler","PUT","/account","update_account","clubjt_impl/auth0/management_api_client.py","ManagementRequest","parse_response","ClubjtAuth0ManagementAPIError","500","AUTH0 Management({self.__class__.__name__})で応答JSONのパースに失敗しました","ただいま混み合っております。 誠に申し訳ございませんが、しばらくしてからもう一度やり直してください。"
"user_handler","PUT","/account","update_account","clubjt_impl/auth0/management_api_client.py","ManagementRequest","connect","ClubjtAuth0ManagementAPIError","500","AUTH0 Management({self.__class__.__name__})でコネクションエラーが発生しました。","ただいま混み合っております。 誠に申し訳ございませんが、しばらくしてからもう一度やり直してください。"
"user_handler","PUT","/account","update_account","clubjt_impl/auth0/authentication_api_client.py","AuthenticationRequest","connect","ClubjtAuth0AuthenticationAPIError","500","AUTH0 Authentication({self.__class__.__name__})でコネクションエラーが発生しました。","ただいま混み合っております。 誠に申し訳ございませんが、しばらくしてからもう一度やり直してください。"
"user_handler","POST","/account/authentication/certificate/url","get_presigned_url_authentication_required","clubjt_impl/entity_base.py","AbstractTable","get","ClubjtError","404","指定されたレコードは存在しません({self.table_name}:{self.partition_key}={partition_key})","ただいま混み合っております。 誠に申し訳ございませんが、しばらくしてからもう一度やり直してください。"
"user_handler","POST","/account/authentication/certificate/url","get_presigned_url_authentication_required","clubjt_impl/util/crypt_util.py","CryptUtil","get_decrypt_user_id","ClubjtError","403","内部ID復号エラー（内部ID={user_id}","ただいま混み合っております。 誠に申し訳ございませんが、しばらくしてからもう一度やり直してください。"
"user_handler","POST","/account/authentication/certificate/url","get_presigned_url_authentication_required","clubjt_impl/util/secrets_manager_util.py","SecretsManagerUtil","get_secret_values","ClubjtError","500","SecretsManagerが使用できません（{secret_id}）","ただいま混み合っております。 誠に申し訳ございませんが、しばらくしてからもう一度やり直してください。"
"user_handler","POST","/account/authentication/certificate/url","get_presigned_url_authentication_required","clubjt_impl/api/user_handler_util.py","","verify_authorization","ClubjtError","500","内部ID不一致:{access_token_entity.userId}/{user_id}","ただいま混み合っております。 誠に申し訳ございませんが、しばらくしてからもう一度やり直してください。"
"user_handler","POST","/account/authentication/certificate/url","get_presigned_url_authentication_required","clubjt_impl/api/user/service/account.py","AccountService","_upload_certificate_and_issue_presigned_url","ClubjtError","400","認証画像アップロード・アップロードURL取得失敗（code: {account_certificate_presigned_url_request.authenticationKey}）","ただいま混み合っております。 誠に申し訳ございませんが、しばらくしてからもう一度やり直してください。"
"user_handler","POST","/account/authenticationCode","check_authentication_code","clubjt_impl/entity_base.py","AbstractTable","get","ClubjtError","404","指定されたレコードは存在しません({self.table_name}:{self.partition_key}={partition_key})","ただいま混み合っております。 誠に申し訳ございませんが、しばらくしてからもう一度やり直してください。"
"user_handler","POST","/account/authenticationCode","check_authentication_code","clubjt_impl/util/crypt_util.py","CryptUtil","get_decrypt_user_id","ClubjtError","403","内部ID復号エラー（内部ID={user_id}","ただいま混み合っております。 誠に申し訳ございませんが、しばらくしてからもう一度やり直してください。"
"user_handler","POST","/account/authenticationCode","check_authentication_code","clubjt_impl/util/secrets_manager_util.py","SecretsManagerUtil","get_secret_values","ClubjtError","500","SecretsManagerが使用できません（{secret_id}）","ただいま混み合っております。 誠に申し訳ございませんが、しばらくしてからもう一度やり直してください。"
"user_handler","POST","/account/authenticationCode","check_authentication_code","clubjt_impl/module/account/service/account.py","AccountService","check_authentication_code","ClubjtModuleError","400","認証上限エラー (認証キー:{body.authenticationKey})","ただいま混み合っております。 誠に申し訳ございませんが、しばらくしてからもう一度やり直してください。"
"user_handler","POST","/account/authenticationCode","check_authentication_code","clubjt_impl/module/account/service/account.py","AccountService","get_account_application","ClubjtModuleError","404","ClubjtModuleError.get_not_found_reason()","ただいま混み合っております。 誠に申し訳ございませんが、しばらくしてからもう一度やり直してください。"
"user_handler","POST","/account/authenticationCode","check_authentication_code","clubjt_impl/module/account/service/account.py","AccountService","get_account_authentication_v2","ClubjtModuleError","400","認証管理・ロック取得エラー","ただいま混み合っております。 誠に申し訳ございませんが、しばらくしてからもう一度やり直してください。"
"user_handler","POST","/account/authenticationCode","check_authentication_code","clubjt_impl/api/user_handler_util.py","","verify_authorization","ClubjtError","500","内部ID不一致:{access_token_entity.userId}/{user_id}","ただいま混み合っております。 誠に申し訳ございませんが、しばらくしてからもう一度やり直してください。"
"user_handler","POST","/account/authenticationCode","check_authentication_code","clubjt_impl/api/user/service/account.py","AccountService","check_authentication_code","ClubjtError","400","認証上限エラー","認証回数が上限に達しています"
"user_handler","PUT","/account/authenticationCode","resend_authentication_code","clubjt_impl/entity_base.py","AbstractTable","get","ClubjtError","404","指定されたレコードは存在しません({self.table_name}:{self.partition_key}={partition_key})","ただいま混み合っております。 誠に申し訳ございませんが、しばらくしてからもう一度やり直してください。"
"user_handler","PUT","/account/authenticationCode","resend_authentication_code","clubjt_impl/util/crypt_util.py","CryptUtil","get_decrypt_user_id","ClubjtError","403","内部ID復号エラー（内部ID={user_id}","ただいま混み合っております。 誠に申し訳ございませんが、しばらくしてからもう一度やり直してください。"
"user_handler","PUT","/account/authenticationCode","resend_authentication_code","clubjt_impl/util/secrets_manager_util.py","SecretsManagerUtil","get_secret_values","ClubjtError","500","SecretsManagerが使用できません（{secret_id}）","ただいま混み合っております。 誠に申し訳ございませんが、しばらくしてからもう一度やり直してください。"
"user_handler","PUT","/account/authenticationCode","resend_authentication_code","clubjt_impl/util/account/account_util.py","AccountUtil","get_mail_template_id","ClubjtError","500","メールテンプレートIDの取得に失敗しました。(mail_type: {mail_type}はMailTypeパターンに一致しませんでした)","ただいま混み合っております。 誠に申し訳ございませんが、しばらくしてからもう一度やり直してください。"
"user_handler","PUT","/account/authenticationCode","resend_authentication_code","clubjt_impl/module/user/service/mail.py","MailService","_validate_email_address","ClubjtModuleError","400","{valueName}はメールアドレス形式が不正です。","ただいま混み合っております。 誠に申し訳ございませんが、しばらくしてからもう一度やり直してください。"
"user_handler","PUT","/account/authenticationCode","resend_authentication_code","clubjt_impl/module/account/service/account.py","AccountService","get_account_authentication_v2","ClubjtModuleError","400","認証管理・ロック取得エラー","ただいま混み合っております。 誠に申し訳ございませんが、しばらくしてからもう一度やり直してください。"
"user_handler","PUT","/account/authenticationCode","resend_authentication_code","clubjt_impl/api/user_handler_util.py","","verify_authorization","ClubjtError","500","内部ID不一致:{access_token_entity.userId}/{user_id}","ただいま混み合っております。 誠に申し訳ございませんが、しばらくしてからもう一度やり直してください。"
"user_handler","PUT","/account/authenticationCode","resend_authentication_code","clubjt_impl/api/user/service/account.py","AccountService","resend_authentication_code","ClubjtError","404","認証コード再送・認証キー不正(認証キー:{body.authenticationKey})","ただいま混み合っております。 誠に申し訳ございませんが、しばらくしてからもう一度やり直してください。"
"user_handler","POST","/account/banner","get_account_banner","clubjt_impl/entity_base.py","AbstractTable","get","ClubjtError","404","指定されたレコードは存在しません({self.table_name}:{self.partition_key}={partition_key})","ただいま混み合っております。 誠に申し訳ございませんが、しばらくしてからもう一度やり直してください。"
"user_handler","POST","/account/banner","get_account_banner","clubjt_impl/util/crypt_util.py","CryptUtil","get_decrypt_user_id","ClubjtError","403","内部ID復号エラー（内部ID={user_id}","ただいま混み合っております。 誠に申し訳ございませんが、しばらくしてからもう一度やり直してください。"
"user_handler","POST","/account/banner","get_account_banner","clubjt_impl/util/secrets_manager_util.py","SecretsManagerUtil","get_secret_values","ClubjtError","500","SecretsManagerが使用できません（{secret_id}）","ただいま混み合っております。 誠に申し訳ございませんが、しばらくしてからもう一度やり直してください。"
"user_handler","POST","/account/banner","get_account_banner","clubjt_impl/module/account/service/account.py","AccountService","get_account_application","ClubjtModuleError","404","ClubjtModuleError.get_not_found_reason()","ただいま混み合っております。 誠に申し訳ございませんが、しばらくしてからもう一度やり直してください。"
"user_handler","POST","/account/banner","get_account_banner","clubjt_impl/api/user_handler_util.py","","verify_authorization","ClubjtError","500","内部ID不一致:{access_token_entity.userId}/{user_id}","ただいま混み合っております。 誠に申し訳ございませんが、しばらくしてからもう一度やり直してください。"
